"String","Ref. Ten. (lbs)","Swing Speed","Material","Gauge Nominal (mm)","Gauge Acutal (mm)","Stretch at 40 lbs (%)","Stretch at 51 lbs (%)","Stretch at 62 lbs (%)","Actual Pre-impact Tension (lbs)","Dwell Time (ms)","Deflection (mm)","Tension Change (lbs)","Peak Tension (lbs)","Peak Perp. Force (lbs)","Ave Perp. Force (lbs)","Stiffness (lb/in)","Static Loss lbs.","Stabilization Loss (lbs)","Impact Loss (lbs).","Total Loss (lbs)","Tension Loss (%)","Energy Return (%)","String/String COF","String/Ball COF","Spin Potential"
"Solinco Vanquish 16","62","Medium","Nylon","1.3","1.34","7.3","8.5","10.0","50.45","34.4","24.0","27.3","77.6","23.3","","192.0","7.41","3.88","0.00","11.2","18.3","96.0","0.094","0.363","3.9"
"Solinco Vanquish 16","62","Fast","Nylon","1.3","1.34","7.3","8.5","10.0","50.32","32.6","29.6","39.7","90.0","33.3","","184.6","7.41","4.01","0.29","11.7","19","95.3","0.094","0.363","3.9"
"Solinco Vanquish 16","51","Slow","Nylon","1.3","1.34","7.3","8.5","10.0","40.73","40.2","18.5","13.9","54.7","12.6","","164.6","6.00","3.99","0.00","9.9","19.7","96.2","0.094","0.363","3.9"
"Solinco Vanquish 16","51","Medium","Nylon","1.3","1.34","7.3","8.5","10.0","40.55","36.9","26.1","28.2","68.8","22.4","","168.6","6.00","4.17","0.04","10.1","20.1","95.5","0.094","0.363","3.9"
"Solinco Vanquish 16","51","Fast","Nylon","1.3","1.34","7.3","8.5","10.0","40.35","34.9","31.9","40.1","80.5","32.2","","160.0","6.00","4.37","0.17","10.6","20.8","93.1","0.094","0.363","3.9"
"Solinco Vanquish 16","40","Slow","Nylon","1.3","1.34","7.3","8.5","10.0","30.30","44.6","21.0","14.8","45.2","11.8","","136.6","5.18","4.21","0.03","9.5","23.7","95.6","0.094","0.363","3.9"
"Solinco Vanquish 16","40","Medium","Nylon","1.3","1.34","7.3","8.5","10.0","30.21","40.5","29.0","28.4","58.7","21.3","","137.7","5.18","4.30","0.09","9.5","24.1","91.4","0.094","0.363","3.9"
"Solinco Vanquish 16","40","Fast","Nylon","1.3","1.34","7.3","8.5","10.0","30.10","38.0","34.1","39.0","69.0","29.4","","136.0","5.18","4.41","0.16","9.7","24.6","90.6","0.094","0.363","3.9"
"Solinco Vanquish 17 (1.20)","51","Fast","Nylon","1.2","1.23","7.3","NA","5.8","42.34","35.2","32.6","37.9","80.3","32.7","16.0","145.7","3.48","4.90","0.22","8.6","17","93.5","0.087","0.512","5.9"
"Head Velocity MLT 17 (1.25)","51","Fast","Nylon","1.25","1.28","1.8","8.5","6.4","43.44","34.3","32.0","38.6","82.0","32.8","16.1","153.2","3.75","3.53","0.16","7.5","14.7","93.7","0.083","0.459","5.5"
"Head Velocity MLT Power 16 (1.30)","51","Fast","Nylon","1.3","1.31","1.5","2.7","3.0","42.12","34.5","32.0","41.2","83.3","33.4","16.2","164.0","3.90","4.70","0.14","8.8","17.2","91.2","NA","NA","NA"
"Klip Venom 16/1.30","62","Slow","Nylon","1.3","1.32","7.0","8.5","9.7","51.49","36.8","17.0","13.5","65.0","13.8","","190.3","6.44","3.81","0.05","10.4","16.7","99.0","0.169","0.381","2.3"
"Klip Venom 16/1.30","62","Medium","Nylon","1.3","1.32","7.0","8.5","9.7","51.11","34.1","24.1","29.3","80.5","24.2","","205.2","6.44","4.19","0.09","10.8","17.4","95.1","0.169","0.381","2.3"
"Klip Venom 16/1.30","62","Fast","Nylon","1.3","1.32","7.0","8.5","9.7","50.85","32.4","29.8","41.5","92.2","34.4","","189.2","6.44","4.45","0.22","11.0","18","94.5","0.169","0.381","2.3"
"Klip Venom 16/1.30","51","Slow","Nylon","1.3","1.32","7.0","8.5","9.7","40.81","40.3","18.1","14.3","55.1","12.5","","176.0","6.17","3.74","0.04","9.9","19.6","98.4","0.169","0.381","2.3"
"Klip Venom 16/1.30","51","Medium","Nylon","1.3","1.32","7.0","8.5","9.7","40.55","36.7","26.1","29.3","69.9","22.8","","174.9","6.17","4.00","0.07","10.1","20.2","94.7","0.169","0.381","2.3"
"Klip Venom 16/1.30","51","Fast","Nylon","1.3","1.32","7.0","8.5","9.7","40.35","34.6","32.0","41.0","81.4","32.6","","163.4","6.17","4.20","0.17","10.6","20.8","91.6","0.169","0.381","2.3"
"Klip Venom 16/1.30","40","Slow","Nylon","1.3","1.32","7.0","8.5","9.7","30.05","44.7","20.9","15.9","45.9","12.0","","147.4","6.06","3.58","0.00","9.7","24.3","97.0","0.169","0.381","2.3"
"Klip Venom 16/1.30","40","Medium","Nylon","1.3","1.32","7.0","8.5","9.7","29.83","40.2","29.1","30.0","60.0","21.8","","144.6","6.06","3.80","0.06","9.9","25","92.7","0.169","0.381","2.3"
"Klip Venom 16/1.30","40","Fast","Nylon","1.3","1.32","7.0","8.5","9.7","29.61","37.8","34.5","40.6","70.1","30.2","","138.9","6.06","4.02","0.15","10.1","25.8","89.7","0.169","0.381","2.3"
"Polyfibre Viper 16L/1.25","62","Slow","Polyester","1.25","1.23","2.7","4.2","6.7","29.88","41.3","20.0","24.9","54.7","13.7","","252.6","13.05","18.81","-0.22","31.8","51.3","94.3","NA","NA","NA"
"Polyfibre Viper 16L/1.25","62","Medium","Polyester","1.25","1.23","2.7","4.2","6.7","30.43","37.1","26.8","41.2","71.7","24.0","","234.3","13.05","18.26","0.31","31.5","51.2","89.7","NA","NA","NA"
"Polyfibre Viper 16L/1.25","62","Fast","Polyester","1.25","1.23","2.7","4.2","6.7","30.41","35.1","32.0","51.8","82.0","32.9","","205.2","13.05","18.28","0.47","31.8","51.5","85.4","NA","NA","NA"
"Polyfibre Viper 16L/1.25","51","Slow","Polyester","1.25","1.23","2.7","4.2","6.7","20.35","45.4","22.0","26.0","46.3","12.7","","217.7","10.21","20.16","-0.18","30.2","59.5","94.9","NA","NA","NA"
"Polyfibre Viper 16L/1.25","51","Medium","Polyester","1.25","1.23","2.7","4.2","6.7","20.82","40.9","29.2","39.7","60.6","22.1","","189.7","10.21","19.69","0.40","30.2","59.7","85.9","NA","NA","NA"
"Polyfibre Viper 16L/1.25","51","Fast","Polyester","1.25","1.23","2.7","4.2","6.7","20.86","38.7","34.1","49.0","69.7","29.8","","170.3","10.21","19.65","0.64","30.4","60.1","78.9","NA","NA","NA"
"Polyfibre Viper 16L/1.25","40","Slow","Polyester","1.25","1.23","2.7","4.2","6.7","14.69","48.7","24.0","26.5","41.2","12.4","","188.0","6.50","18.50","-0.06","24.9","62.8","88.5","NA","NA","NA"
"Polyfibre Viper 16L/1.25","40","Medium","Polyester","1.25","1.23","2.7","4.2","6.7","15.13","43.7","31.0","38.4","53.6","20.8","","162.3","6.50","18.06","0.44","24.9","63","81.0","NA","NA","NA"
"Polyfibre Viper 16L/1.25","40","Fast","Polyester","1.25","1.23","2.7","4.2","6.7","15.13","41.6","36.6","47.0","62.0","28.4","","142.3","6.50","18.06","0.58","25.1","63.3","75.9","NA","NA","NA"
"Polyfibre Viper 17/1.20","62","Slow","Polyester","1.2","1.23","2.7","5.2","8.2","30.01","41.6","20.0","24.7","54.7","13.7","","251.5","12.97","18.76","-0.24","31.5","51","91.2","0.105","0.412","3.9"
"Polyfibre Viper 17/1.20","62","Medium","Polyester","1.2","1.23","2.7","5.2","8.2","30.50","37.5","27.0","40.4","71.0","23.9","","225.2","12.97","18.27","0.27","31.5","51","90.4","0.105","0.412","3.9"
"Polyfibre Viper 17/1.20","62","Fast","Polyester","1.2","1.23","2.7","5.2","8.2","30.52","35.4","32.0","51.6","82.0","32.9","","204.6","12.97","18.25","0.75","32.0","51.8","86.7","0.105","0.412","3.9"
"Polyfibre Viper 17/1.20","51","Slow","Polyester","1.2","1.23","2.7","5.2","8.2","18.24","47.0","22.9","26.5","44.8","12.8","","204.6","11.03","21.45","-0.11","32.4","63.8","92.2","0.105","0.412","3.9"
"Polyfibre Viper 17/1.20","51","Medium","Polyester","1.2","1.23","2.7","5.2","8.2","18.76","42.2","30.0","39.0","57.8","21.7","","176.6","11.03","20.93","0.39","32.4","63.8","84.5","0.105","0.412","3.9"
"Polyfibre Viper 17/1.20","51","Fast","Polyester","1.2","1.23","2.7","5.2","8.2","18.72","39.8","35.3","48.3","67.0","29.6","","157.7","11.03","20.97","0.64","32.6","64.3","78.0","0.105","0.412","3.9"
"Polyfibre Viper 17/1.20","40","Slow","Polyester","1.2","1.23","2.7","5.2","8.2","12.06","51.3","25.0","26.0","38.1","11.9","","169.7","7.74","19.89","0.04","27.8","69.7","89.3","0.105","0.412","3.9"
"Polyfibre Viper 17/1.20","40","Medium","Polyester","1.2","1.23","2.7","5.2","8.2","12.08","46.2","32.7","37.9","50.1","20.5","","144.6","7.74","19.87","0.28","28.0","70.3","78.9","0.105","0.412","3.9"
"Polyfibre Viper 17/1.20","40","Fast","Polyester","1.2","1.23","2.7","5.2","8.2","12.39","43.6","38.0","45.4","57.8","27.5","","128.0","7.74","19.56","0.59","28.0","70.3","75.2","0.105","0.412","3.9"
"SuperString Viper V2 Rough 16L","62","Slow","Polyester","1.25","1.32","2.1","3.0","4.2","38.06","38.9","18.1","21.6","59.5","13.5","","265.7","7.54","16.14","-0.46","23.2","37.6","95.6","0.097","0.486","5"
"SuperString Viper V2 Rough 16L","62","Medium","Polyester","1.25","1.32","2.1","3.0","4.2","38.76","35.3","25.2","37.0","75.9","23.9","","237.2","7.54","15.44","0.15","23.2","37.5","93.3","0.097","0.486","5"
"SuperString Viper V2 Rough 16L","62","Fast","Polyester","1.25","1.32","2.1","3.0","4.2","38.76","33.4","30.0","47.6","86.4","32.4","","214.9","7.54","15.44","0.46","23.4","38","89.5","0.097","0.486","5"
"SuperString Viper V2 Rough 16L","51","Slow","Polyester","1.25","1.32","2.1","3.0","4.2","31.11","41.1","20.0","22.9","54.0","13.5","","234.9","6.17","13.44","-0.36","19.2","38","96.6","0.097","0.486","5"
"SuperString Viper V2 Rough 16L","51","Medium","Polyester","1.25","1.32","2.1","3.0","4.2","31.55","37.0","26.4","37.9","69.7","23.0","","221.7","6.17","13.00","0.11","19.2","38","92.2","0.097","0.486","5"
"SuperString Viper V2 Rough 16L","51","Fast","Polyester","1.25","1.32","2.1","3.0","4.2","31.66","35.0","32.0","48.7","80.5","32.2","","194.3","6.17","12.89","0.37","19.4","38.3","88.2","0.097","0.486","5"
"SuperString Viper V2 Rough 16L","40","Slow","Polyester","1.25","1.32","2.1","3.0","4.2","22.16","44.7","21.9","25.1","47.2","13.0","","212.0","5.25","12.28","-0.24","17.2","43.6","93.1","0.097","0.486","5"
"SuperString Viper V2 Rough 16L","40","Medium","Polyester","1.25","1.32","2.1","3.0","4.2","22.71","39.6","28.5","39.9","62.6","22.4","","200.0","5.25","11.73","0.22","17.2","43.3","88.7","0.097","0.486","5"
"SuperString Viper V2 Rough 16L","40","Fast","Polyester","1.25","1.32","2.1","3.0","4.2","22.73","37.3","34.0","50.9","73.6","31.3","","178.9","5.25","11.71","0.46","17.4","43.9","85.0","0.097","0.486","5"
"SuperString VooDoo Tour V9 17","62","Slow","Nylon/Polyester","1.2","1.25","3.9","5.2","6.1","44.23","38.2","18.0","15.7","59.8","13.5","","196.0","7.92","9.59","-0.02","17.4","28.3","95.5","NA","NA","NA"
"SuperString VooDoo Tour V9 17","62","Medium","Nylon/Polyester","1.2","1.25","3.9","5.2","6.1","44.19","35.5","25.2","29.1","73.2","23.1","","186.9","7.92","9.63","0.18","17.6","28.7","94.1","NA","NA","NA"
"SuperString VooDoo Tour V9 17","62","Fast","Nylon/Polyester","1.2","1.25","3.9","5.2","6.1","43.97","33.6","30.0","39.7","83.6","31.4","","178.9","7.92","9.85","0.36","18.1","29.4","92.4","NA","NA","NA"
"SuperString VooDoo Tour V9 17","51","Slow","Nylon/Polyester","1.2","1.25","3.9","5.2","6.1","35.13","41.3","19.9","17.0","52.0","13.0","","174.9","5.80","9.79","-0.02","15.7","30.7","94.9","NA","NA","NA"
"SuperString VooDoo Tour V9 17","51","Medium","Nylon/Polyester","1.2","1.25","3.9","5.2","6.1","35.17","37.8","27.0","29.8","65.0","21.9","","166.3","5.80","9.75","0.18","15.7","31","93.7","NA","NA","NA"
"SuperString VooDoo Tour V9 17","51","Fast","Nylon/Polyester","1.2","1.25","3.9","5.2","6.1","35.02","35.7","32.0","40.6","75.6","30.3","","160.6","5.80","9.90","0.27","15.9","31.5","90.6","NA","NA","NA"
"SuperString VooDoo Tour V9 17","40","Slow","Nylon/Polyester","1.2","1.25","3.9","5.2","6.1","25.31","45.5","22.0","18.3","43.4","11.9","","153.7","4.98","9.40","-0.03","14.3","36.2","94.1","NA","NA","NA"
"SuperString VooDoo Tour V9 17","40","Medium","Nylon/Polyester","1.2","1.25","3.9","5.2","6.1","25.42","41.1","29.9","31.3","56.7","21.2","","142.3","4.98","9.29","0.15","14.3","36.3","90.2","NA","NA","NA"
"SuperString VooDoo Tour V9 17","40","Fast","Nylon/Polyester","1.2","1.25","3.9","5.2","6.1","25.36","38.5","34.9","41.5","66.8","29.1","","138.3","4.98","9.35","0.22","14.6","36.7","87.6","NA","NA","NA"
"LaserFibre Vorso 16 (1.28)","51","Fast","Polyester","1.28","1.26","3.9","2.4","9.7","24.78","36.8","34.0","51.4","76.1","32.4","14.8","180.6","6.50","19.44","0.19","26.2","51.5","85.2","0.078","0.501","6.4"
"LaserFibre Vorso 17 (1.23)","51","Fast","Polyester","1.23","1.26","1.4","2.7","3.2","29.55","36.1","33.5","49.2","78.7","33.0","15.4","177.7","5.12","16.05","0.22","21.4","42.2","87.0","0.079","0.486","6.2"
"Prince Vortex 16 (1.30)","51","Fast","Polyester","1.3","1.23","1.8","2.7","4.2","21.30","37.4","34.0","53.4","74.7","31.7","13.8","188.0","7.59","21.83","0.24","29.5","58.5","80.6","0.069","0.549","8"
"Babolat VS Natural Team Gut 17 (1.25)","62","Slow","Gut","1.25","1.27","4.5","6.7","8.5","53.74","37.1","17.1","7.5","61.3","13.1","","105.7","5.89","2.11","-0.17","7.7","12.7","98.0","0.147","NA","NA"
"Babolat VS Natural Team Gut 17 (1.25)","62","Medium","Gut","1.25","1.27","4.5","6.7","8.5","53.47","35.6","25.0","15.4","69.0","21.6","","100.6","5.89","2.38","0.22","8.6","13.8","97.2","0.147","NA","NA"
"Babolat VS Natural Team Gut 17 (1.25)","62","Fast","Gut","1.25","1.27","4.5","6.7","8.5","53.14","34.4","30.1","21.8","75.0","28.3","","97.7","5.89","2.71","0.46","9.0","14.7","96.0","0.147","NA","NA"
"Babolat VS Natural Team Gut 17 (1.25)","51","Slow","Gut","1.25","1.27","4.5","6.7","8.5","44.17","40.0","18.0","7.3","51.6","11.6","","92.0","4.90","1.65","0.05","6.6","13","99.8","0.147","NA","NA"
"Babolat VS Natural Team Gut 17 (1.25)","51","Medium","Gut","1.25","1.27","4.5","6.7","8.5","43.92","37.9","26.7","16.3","60.4","20.1","","93.2","4.90","1.90","0.35","7.1","14.1","97.4","0.147","NA","NA"
"Babolat VS Natural Team Gut 17 (1.25)","51","Fast","Gut","1.25","1.27","4.5","6.7","8.5","43.48","36.5","32.1","23.4","66.8","26.8","","92.0","4.90","2.34","0.48","7.7","15.2","95.6","0.147","NA","NA"
"Babolat VS Natural Team Gut 17 (1.25)","40","Slow","Gut","1.25","1.27","4.5","6.7","8.5","32.19","44.5","20.9","9.5","41.7","10.9","","88.0","5.29","2.21","-0.05","7.5","18.8","98.4","0.147","NA","NA"
"Babolat VS Natural Team Gut 17 (1.25)","40","Medium","Gut","1.25","1.27","4.5","6.7","8.5","31.99","41.4","29.4","19.6","51.6","19.0","","92.6","5.29","2.41","0.02","7.7","19.4","95.5","0.147","NA","NA"
"Babolat VS Natural Team Gut 17 (1.25)","40","Fast","Gut","1.25","1.27","4.5","6.7","8.5","31.86","39.4","35.4","26.7","58.4","25.9","","86.3","5.29","2.54","0.17","7.9","20.2","93.7","0.147","NA","NA"
"Babolat VS Natural ThermoGut 16 Touch","62","Slow","Gut","1.3","1.29","NA","NA","8.5","52.52","37.9","17.2","6.8","59.3","12.7","","94.3","7.06","2.16","0.86","10.1","16.3","96.4","0.124","0.34","2.7"
"Babolat VS Natural ThermoGut 16 Touch","62","Medium","Gut","1.3","1.29","NA","NA","8.5","51.51","36.1","25.7","16.5","67.9","21.9","","101.2","7.06","3.17","0.31","10.6","17.1","97.2","0.124","0.34","2.7"
"Babolat VS Natural ThermoGut 16 Touch","62","Fast","Gut","1.3","1.29","NA","NA","8.5","51.11","34.8","31.2","24.5","75.4","29.5","","101.7","7.06","3.57","0.20","10.8","17.5","96.2","0.124","0.34","2.7"
"Babolat VS Natural ThermoGut 16 Touch","40","Fast","Gut","1.3","1.29","NA","NA","8.5","29.15","40.0","36.3","29.3","58.7","26.6","","90.9","5.98","4.56","0.11","10.6","26.8","93.1","0.124","0.34","2.7"
"Babolat VS Natural ThermoGut 16 Touch","40","Medium","Gut","1.3","1.29","NA","NA","8.5","29.55","42.3","30.2","22.3","51.8","19.6","","98.9","5.98","4.16","0.18","10.4","26","96.4","0.124","0.34","2.7"
"Babolat VS Natural ThermoGut 16 Touch","51","Slow","Gut","1.3","1.29","NA","NA","8.5","42.01","41.1","18.9","9.3","51.4","12.1","","105.7","5.93","2.78","0.09","8.8","17.3","99.2","0.124","0.34","2.7"
"Babolat VS Natural ThermoGut 16 Touch","51","Medium","Gut","1.3","1.29","NA","NA","8.5","41.72","38.5","27.1","19.2","61.1","20.7","","106.3","5.93","3.07","0.20","9.3","18.1","97.4","0.124","0.34","2.7"
"Babolat VS Natural ThermoGut 16 Touch","51","Fast","Gut","1.3","1.29","NA","NA","8.5","41.41","36.9","33.5","26.5","67.9","28.5","","96.0","5.93","3.38","0.18","9.5","18.7","95.5","0.124","0.34","2.7"
"Babolat VS Natural ThermoGut 16 Touch","40","Slow","Gut","1.3","1.29","NA","NA","8.5","29.57","46.3","21.7","12.1","41.7","11.3","","104.6","5.98","4.14","-0.09","10.1","25.3","97.8","0.124","0.34","2.7"
"Babolat VS Touch 15L (1.35)","51","Fast","Gut","1.35","1.35","NA","NA","7.3","44.54","36.6","33.7","24.7","69.2","29.2","15.6","88.6","4.08","2.10","0.11","6.4","12.4","96.4","0.149","0.447","3"
"Gamma WearGuard Synthetic Gut 16","62","Slow","Nylon","1.3","1.31","NA","NA","9.1","49.44","37.3","18.1","13.7","63.1","14.3","","170.3","8.05","4.25","0.00","12.3","19.9","97.2","0.13","0.363","2.8"
"Gamma WearGuard Synthetic Gut 16","62","Medium","Nylon","1.3","1.31","NA","NA","9.1","48.75","34.4","24.9","29.5","78.3","24.3","","193.7","8.05","4.94","-0.05","13.0","21","95.3","0.13","0.363","2.8"
"Gamma WearGuard Synthetic Gut 16","62","Fast","Nylon","1.3","1.31","NA","NA","9.1","48.64","32.6","30.0","41.2","89.7","33.6","","186.3","8.05","5.05","0.17","13.2","21.5","94.9","0.13","0.363","2.8"
"Gamma WearGuard Synthetic Gut 16","51","Slow","Nylon","1.3","1.31","NA","NA","9.1","40.15","40.0","18.5","15.2","55.3","12.8","","180.6","6.62","3.95","0.00","10.6","20.8","99.2","0.13","0.363","2.8"
"Gamma WearGuard Synthetic Gut 16","51","Medium","Nylon","1.3","1.31","NA","NA","9.1","39.95","36.6","26.0","30.0","69.9","22.7","","178.9","6.62","4.15","0.06","10.8","21.3","92.9","0.13","0.363","2.8"
"Gamma WearGuard Synthetic Gut 16","51","Fast","Nylon","1.3","1.31","NA","NA","9.1","39.73","34.6","31.9","41.5","81.1","32.4","","165.2","6.62","4.37","0.17","11.2","22","92.0","0.13","0.363","2.8"
"Gamma WearGuard Synthetic Gut 16","40","Slow","Nylon","1.3","1.31","NA","NA","9.1","29.17","44.9","21.0","16.1","45.4","11.9","","149.2","6.42","4.10","-0.11","10.4","26.2","95.6","0.13","0.363","2.8"
"Gamma WearGuard Synthetic Gut 16","40","Medium","Nylon","1.3","1.31","NA","NA","9.1","29.19","40.0","29.0","31.5","60.6","22.0","","152.0","6.42","4.08","0.08","10.6","26.7","93.5","0.13","0.363","2.8"
"Gamma WearGuard Synthetic Gut 16","40","Fast","Nylon","1.3","1.31","NA","NA","9.1","29.06","37.6","34.1","41.0","70.1","29.9","","144.0","6.42","4.21","0.15","10.8","27.2","88.9","0.13","0.363","2.8"
"Double AR WTS 25 (1.25)","40","Slow","Polyester","1.25","NA","2.7","4.5","7.0","14.11","49.8","24.1","27.1","41.2","12.4","5.8","190.3","7.36","18.22","-0.05","25.6","64.3","89.7","0.077","0.564","7.3"
"Double AR WTS 25 (1.25)","40","Medium","Polyester","1.25","NA","2.7","4.5","7.0","14.62","44.1","32.0","39.2","53.8","21.6","9.5","156.0","7.36","17.71","0.42","25.6","64.2","79.6","0.077","0.564","7.3"
"Double AR WTS 25 (1.25)","40","Fast","Polyester","1.25","NA","2.7","4.5","7.0","14.53","41.9","37.7","46.7","61.3","28.9","12.2","134.3","7.36","17.80","0.55","25.8","64.8","74.1","0.077","0.564","7.3"
"Double AR WTS 25 (1.25)","51","Slow","Polyester","1.25","NA","2.7","4.5","7.0","22.29","45.7","22.0","25.6","47.8","13.2","6.3","214.3","8.67","19.76","-0.22","28.2","55.6","96.0","0.077","0.564","7.3"
"Double AR WTS 25 (1.25)","51","Medium","Polyester","1.25","NA","2.7","4.5","7.0","22.91","40.3","29.8","39.7","62.6","23.4","10.8","181.2","8.67","19.14","0.33","28.2","55.5","86.3","0.077","0.564","7.3"
"Double AR WTS 25 (1.25)","51","Fast","Polyester","1.25","NA","2.7","4.5","7.0","22.89","38.1","34.2","48.3","71.0","30.4","14.0","168.0","8.67","19.16","0.84","28.7","56.5","80.3","0.077","0.564","7.3"
"Double AR WTS 25 (1.25)","62","Slow","Polyester","1.25","NA","2.7","4.5","7.0","31.95","41.6","20.0","24.0","55.8","14.0","6.9","242.9","9.61","20.18","-0.40","29.3","47.6","95.1","0.077","0.564","7.3"
"Double AR WTS 25 (1.25)","62","Medium","Polyester","1.25","NA","2.7","4.5","7.0","32.72","36.9","27.2","39.9","72.5","24.7","11.7","219.5","9.61","19.41","0.37","29.3","47.6","90.8","0.077","0.564","7.3"
"Double AR WTS 25 (1.25)","62","Fast","Polyester","1.25","NA","2.7","4.5","7.0","32.63","34.9","32.0","49.6","82.2","32.9","15.7","197.2","9.61","19.50","0.68","29.8","48.3","87.2","0.077","0.564","7.3"
"Pacific X Force 16L (1.29)","51","Fast","Polyester","1.29","NA","2.1","3.6","7.0","38.37","33.4","31.0","52.0","90.4","35.0","17.1","219.5","3.26","9.09","0.33","12.8","25","88.7","0.108","0.476","4.4"
"Pacific X Force 17","62","Slow","Polyester","1.24","1.27","1.8","1.8","3.0","40.88","37.4","17.6","23.2","64.2","14.1","","304.0","8.05","12.81","-0.27","20.5","33.4","97.6","0.081","0.367","4.5"
"Pacific X Force 17","62","Medium","Polyester","1.24","1.27","1.8","1.8","3.0","41.43","33.9","24.7","41.0","82.5","25.5","","274.3","8.05","12.26","0.15","20.5","33.1","92.5","0.081","0.367","4.5"
"Pacific X Force 17","62","Fast","Polyester","1.24","1.27","1.8","1.8","3.0","41.41","32.4","29.4","52.3","93.7","34.4","","246.9","8.05","12.28","0.57","20.9","33.9","89.3","0.081","0.367","4.5"
"Pacific X Force 17","51","Slow","Polyester","1.24","1.27","1.8","1.8","3.0","32.44","39.8","18.4","24.7","57.1","13.2","","296.6","6.37","11.91","-0.17","18.1","35.7","95.6","0.081","0.367","4.5"
"Pacific X Force 17","51","Medium","Polyester","1.24","1.27","1.8","1.8","3.0","32.85","35.8","26.0","42.6","75.4","24.5","","255.5","6.37","11.50","0.22","18.1","35.7","91.8","0.081","0.367","4.5"
"Pacific X Force 17","51","Fast","Polyester","1.24","1.27","1.8","1.8","3.0","32.85","33.9","31.0","53.4","86.2","33.4","","225.7","6.37","11.50","0.50","18.3","36.2","85.7","0.081","0.367","4.5"
"Pacific X Force 17","40","Slow","Polyester","1.24","1.27","1.8","1.8","3.0","21.83","43.4","20.6","28.2","49.8","12.9","","268.0","6.55","11.31","-0.07","17.9","44.8","94.3","0.081","0.367","4.5"
"Pacific X Force 17","40","Medium","Polyester","1.24","1.27","1.8","1.8","3.0","22.09","38.5","28.0","45.2","67.5","23.6","","234.9","6.55","11.05","0.35","17.9","45.2","87.8","0.081","0.367","4.5"
